ticker,status,days_expected,days_with_success,days_with_parquet_no_success,days_missing,first_day_expected,first_day_found,last_day_found,issue_summary
KSS,INCOMPLETE_NO_SUCCESS,1864,0,1819,45,2011-10-17,2011-10-17,2018-12-31,1819 dias sin _SUCCESS
KTCC,EMPTY,1864,0,0,1864,2011-10-17,,,Directorio vacio
KTWO,INCOMPLETE_NO_SUCCESS,1076,0,1013,63,2014-11-03,2014-11-03,2018-11-08,1013 dias sin _SUCCESS
KURA,INCOMPLETE_NO_SUCCESS,803,0,781,22,2015-11-23,2015-11-23,2018-12-31,781 dias sin _SUCCESS
KVHI,INCOMPLETE_NO_SUCCESS,1864,0,1813,51,2011-10-17,2011-10-17,2018-12-31,1813 dias sin _SUCCESS
KW,INCOMPLETE_NO_SUCCESS,1864,0,1814,50,2011-10-17,2011-10-17,2018-12-31,1814 dias sin _SUCCESS
KZR,INCOMPLETE_NO_SUCCESS,136,0,133,3,2018-06-21,2018-06-21,2018-12-31,133 dias sin _SUCCESS
LAC,INCOMPLETE_NO_SUCCESS,239,0,233,6,2018-01-29,2018-01-29,2018-12-31,233 dias sin _SUCCESS
LADR,INCOMPLETE_NO_SUCCESS,1267,0,7,1260,2014-02-06,2014-02-06,2014-02-14,7 dias sin _SUCCESS
LAKE,EMPTY,1864,0,0,1864,2011-10-17,,,Directorio vacio
LAND,INCOMPLETE_NO_SUCCESS,1531,0,1492,39,2013-01-29,2013-01-29,2018-12-31,1492 dias sin _SUCCESS
LARK,EMPTY,1585,0,0,1585,2012-11-12,,,Directorio vacio
LASR,INCOMPLETE_NO_SUCCESS,166,0,162,4,2018-05-10,2018-05-10,2018-12-31,162 dias sin _SUCCESS
LAYN,INCOMPLETE_NO_SUCCESS,1864,0,1676,188,2011-10-17,2011-10-17,2018-06-14,1676 dias sin _SUCCESS
LB,MISSING,1313,0,0,1313,2013-12-02,,,TICKER_DIR_MISSING
LBCC,INCOMPLETE_NO_SUCCESS,254,0,66,188,2018-01-08,2018-01-08,2018-04-12,66 dias sin _SUCCESS
LBIO,INCOMPLETE_NO_SUCCESS,993,0,588,405,2015-03-02,2015-03-02,2017-06-27,588 dias sin _SUCCESS
LBIX,INCOMPLETE_NO_SUCCESS,1864,0,1656,208,2011-10-17,2011-10-17,2018-08-10,1656 dias sin _SUCCESS
LCNB,INCOMPLETE_NO_SUCCESS,1590,0,1538,52,2012-11-05,2012-11-05,2018-12-31,1538 dias sin _SUCCESS
LCUT,INCOMPLETE_NO_SUCCESS,1864,0,1813,51,2011-10-17,2011-10-17,2018-12-31,1813 dias sin _SUCCESS
LDR,EMPTY,1864,0,0,1864,2011-10-17,,,Directorio vacio
LE,INCOMPLETE_NO_SUCCESS,1215,0,1184,31,2014-04-21,2014-04-21,2018-12-31,1184 dias sin _SUCCESS
LEDS,INCOMPLETE_NO_SUCCESS,1859,0,1809,50,2011-10-24,2011-10-24,2018-12-31,1809 dias sin _SUCCESS
LEE,INCOMPLETE_NO_SUCCESS,1864,0,1450,414,2011-10-17,2011-10-17,2017-07-20,1450 dias sin _SUCCESS
LEG,INCOMPLETE_NO_SUCCESS,1864,0,1813,51,2011-10-17,2011-10-17,2018-12-31,1813 dias sin _SUCCESS
LEGH,INCOMPLETE_NO_SUCCESS,10,0,10,0,2018-12-17,2018-12-17,2018-12-31,10 dias sin _SUCCESS
LF,EMPTY,1864,0,0,1864,2011-10-17,,,Directorio vacio
LFGR,INCOMPLETE_NO_SUCCESS,554,0,441,113,2016-11-09,2016-11-09,2018-08-10,441 dias sin _SUCCESS
LFIN,INCOMPLETE_NO_SUCCESS,254,0,63,191,2018-01-08,2018-01-08,2018-04-06,63 dias sin _SUCCESS
LFVN,INCOMPLETE_NO_SUCCESS,1590,0,1549,41,2012-11-05,2012-11-05,2018-12-31,1549 dias sin _SUCCESS
LG,INCOMPLETE_NO_SUCCESS,1864,0,1140,724,2011-10-17,2011-10-17,2016-04-28,1140 dias sin _SUCCESS
LGCYO,INCOMPLETE_NO_SUCCESS,1076,0,978,98,2014-11-03,2014-11-03,2018-09-20,978 dias sin _SUCCESS
LGF,MISSING,1864,0,0,1864,2011-10-17,,,TICKER_DIR_MISSING
LGIH,INCOMPLETE_NO_SUCCESS,1328,0,1293,35,2013-11-11,2013-11-11,2018-12-31,1293 dias sin _SUCCESS
LHO,INCOMPLETE_NO_SUCCESS,1864,0,1794,70,2011-10-17,2011-10-17,2018-11-30,1794 dias sin _SUCCESS
LILA,INCOMPLETE_NO_SUCCESS,803,0,781,22,2015-11-23,2015-11-23,2018-12-31,781 dias sin _SUCCESS
LILAK,INCOMPLETE_NO_SUCCESS,803,0,781,22,2015-11-23,2015-11-23,2018-12-31,781 dias sin _SUCCESS
LINC,INCOMPLETE_NO_SUCCESS,1864,0,1813,51,2011-10-17,2011-10-17,2018-12-31,1813 dias sin _SUCCESS
LIND,INCOMPLETE_NO_SUCCESS,803,0,781,22,2015-11-23,2015-11-23,2018-12-31,781 dias sin _SUCCESS
LINK,INCOMPLETE_NO_SUCCESS,520,0,476,44,2016-12-27,2016-12-27,2018-12-31,476 dias sin _SUCCESS
LINU,INCOMPLETE_NO_SUCCESS,287,0,119,168,2017-11-20,2017-11-20,2018-05-11,119 dias sin _SUCCESS
LION,EMPTY,1862,0,0,1862,2011-10-19,,,Directorio vacio
LIOX,INCOMPLETE_NO_SUCCESS,1864,0,1350,514,2011-10-17,2011-10-17,2017-02-28,1350 dias sin _SUCCESS
LIQT,INCOMPLETE_NO_SUCCESS,1312,0,1280,32,2013-12-03,2013-12-03,2018-12-31,1280 dias sin _SUCCESS
LIVE,EMPTY,1860,0,0,1860,2011-10-21,,,Directorio vacio
LKFN,EMPTY,1864,0,0,1864,2011-10-17,,,Directorio vacio
LLTC,EMPTY,1864,0,0,1864,2011-10-17,,,Directorio vacio
LMAT,EMPTY,1864,0,0,1864,2011-10-17,,,Directorio vacio
LMB,INCOMPLETE_NO_SUCCESS,549,0,532,17,2016-11-16,2016-11-16,2018-12-31,532 dias sin _SUCCESS
LMCA,INCOMPLETE_NO_SUCCESS,1829,0,1287,542,2011-12-05,2011-12-05,2017-01-24,1287 dias sin _SUCCESS
LMCK,INCOMPLETE_NO_SUCCESS,1076,0,560,516,2014-11-03,2014-11-03,2017-01-24,560 dias sin _SUCCESS
LMFA,INCOMPLETE_NO_SUCCESS,287,0,282,5,2017-11-20,2017-11-20,2018-12-31,282 dias sin _SUCCESS
LMIA,EMPTY,1864,0,0,1864,2011-10-17,,,Directorio vacio
LMNR,INCOMPLETE_NO_SUCCESS,1864,0,1813,51,2011-10-17,2011-10-17,2018-12-31,1813 dias sin _SUCCESS
LMOS,INCOMPLETE_NO_SUCCESS,1853,0,1522,331,2011-11-01,2011-11-01,2017-11-16,1522 dias sin _SUCCESS
LNCE,INCOMPLETE_NO_SUCCESS,1864,0,1620,244,2011-10-17,2011-10-17,2018-03-26,1620 dias sin _SUCCESS
LNKD,INCOMPLETE_NO_SUCCESS,1864,0,1306,558,2011-10-17,2011-10-17,2016-12-08,1306 dias sin _SUCCESS
LNN,EMPTY,1864,0,0,1864,2011-10-17,,,Directorio vacio
LO,INCOMPLETE_NO_SUCCESS,1864,0,921,943,2011-10-17,2011-10-17,2015-06-11,921 dias sin _SUCCESS
LOAN,EMPTY,1859,0,0,1859,2011-10-24,,,Directorio vacio
LOB,INCOMPLETE_NO_SUCCESS,803,0,781,22,2015-11-23,2015-11-23,2018-12-31,781 dias sin _SUCCESS
LOCK,INCOMPLETE_NO_SUCCESS,1590,0,1073,517,2012-11-05,2012-11-05,2017-02-08,1073 dias sin _SUCCESS
LOCO,INCOMPLETE_NO_SUCCESS,1076,0,1050,26,2014-11-03,2014-11-03,2018-12-31,1050 dias sin _SUCCESS
LOOP,INCOMPLETE_NO_SUCCESS,287,0,279,8,2017-11-20,2017-11-20,2018-12-31,279 dias sin _SUCCESS
LOVE,INCOMPLETE_NO_SUCCESS,132,0,129,3,2018-06-27,2018-06-27,2018-12-31,129 dias sin _SUCCESS
LPCN,INCOMPLETE_NO_SUCCESS,1230,0,1195,35,2014-03-31,2014-03-31,2018-12-31,1195 dias sin _SUCCESS
LPG,INCOMPLETE_NO_SUCCESS,1076,0,1047,29,2014-11-03,2014-11-03,2018-12-31,1047 dias sin _SUCCESS
LPNT,INCOMPLETE_NO_SUCCESS,1864,0,1784,80,2011-10-17,2011-10-17,2018-11-15,1784 dias sin _SUCCESS
LPSN,INCOMPLETE_NO_SUCCESS,1864,0,1814,50,2011-10-17,2011-10-17,2018-12-31,1814 dias sin _SUCCESS
LPTH,EMPTY,1864,0,0,1864,2011-10-17,,,Directorio vacio
LPTN,INCOMPLETE_NO_SUCCESS,1590,0,1046,544,2012-11-05,2012-11-05,2016-12-29,1046 dias sin _SUCCESS
LPTX,INCOMPLETE_NO_SUCCESS,491,0,479,12,2017-02-06,2017-02-06,2018-12-31,479 dias sin _SUCCESS
LQ,MISSING,1215,0,0,1215,2014-04-21,,,TICKER_DIR_MISSING
LQDT,INCOMPLETE_NO_SUCCESS,1864,0,1813,51,2011-10-17,2011-10-17,2018-12-31,1813 dias sin _SUCCESS
LSBK,EMPTY,555,0,0,555,2016-11-08,,,Directorio vacio
LTBR,INCOMPLETE_NO_SUCCESS,1864,0,1813,51,2011-10-17,2011-10-17,2018-12-31,1813 dias sin _SUCCESS
LTC,EMPTY,1864,0,0,1864,2011-10-17,,,Directorio vacio
LTEA,INCOMPLETE_NO_SUCCESS,561,0,298,263,2016-10-31,2016-10-31,2018-01-05,298 dias sin _SUCCESS
LTRX,EMPTY,1864,0,0,1864,2011-10-17,,,Directorio vacio
LUK,INCOMPLETE_NO_SUCCESS,1864,0,1662,202,2011-10-17,2011-10-17,2018-05-23,1662 dias sin _SUCCESS
LVLT,EMPTY,1864,0,0,1864,2011-10-17,,,Directorio vacio
LVNTA,INCOMPLETE_NO_SUCCESS,1590,0,1345,245,2012-11-05,2012-11-05,2018-03-09,1345 dias sin _SUCCESS
LWAY,INCOMPLETE_NO_SUCCESS,1864,0,1813,51,2011-10-17,2011-10-17,2018-12-31,1813 dias sin _SUCCESS
LXFR,INCOMPLETE_NO_SUCCESS,1590,0,1549,41,2012-11-05,2012-11-05,2018-12-31,1549 dias sin _SUCCESS
LXK,INCOMPLETE_NO_SUCCESS,1864,0,1289,575,2011-10-17,2011-10-17,2016-11-29,1289 dias sin _SUCCESS
LXRX,INCOMPLETE_NO_SUCCESS,1864,0,1814,50,2011-10-17,2011-10-17,2018-12-31,1814 dias sin _SUCCESS
LXU,MISSING,1864,0,0,1864,2011-10-17,,,TICKER_DIR_MISSING
LYTS,INCOMPLETE_NO_SUCCESS,1864,0,1813,51,2011-10-17,2011-10-17,2018-12-31,1813 dias sin _SUCCESS
LZB,INCOMPLETE_NO_SUCCESS,1864,0,1813,51,2011-10-17,2011-10-17,2018-12-31,1813 dias sin _SUCCESS
MAN,INCOMPLETE_NO_SUCCESS,1864,0,1816,48,2011-10-17,2011-10-17,2018-12-31,1816 dias sin _SUCCESS
MARPS,EMPTY,1864,0,0,1864,2011-10-17,,,Directorio vacio
MATH,EMPTY,1860,0,0,1860,2011-10-21,,,Directorio vacio
MATR,INCOMPLETE_NO_SUCCESS,1858,0,1714,144,2011-10-25,2011-10-25,2018-08-17,1714 dias sin _SUCCESS
MATW,INCOMPLETE_NO_SUCCESS,1864,0,1814,50,2011-10-17,2011-10-17,2018-12-31,1814 dias sin _SUCCESS
MB,INCOMPLETE_NO_SUCCESS,803,0,782,21,2015-11-23,2015-11-23,2018-12-31,782 dias sin _SUCCESS
MBCN,INCOMPLETE_NO_SUCCESS,1062,0,922,140,2014-11-21,2014-11-21,2018-12-31,922 dias sin _SUCCESS
MBI,INCOMPLETE_NO_SUCCESS,1864,0,1815,49,2011-10-17,2011-10-17,2018-12-31,1815 dias sin _SUCCESS
MBIN,INCOMPLETE_NO_SUCCESS,287,0,279,8,2017-11-20,2017-11-20,2018-12-31,279 dias sin _SUCCESS
MBIO,INCOMPLETE_NO_SUCCESS,287,0,279,8,2017-11-20,2017-11-20,2018-12-31,279 dias sin _SUCCESS
MBLX,INCOMPLETE_NO_SUCCESS,1864,0,1317,547,2011-10-17,2011-10-17,2017-01-06,1317 dias sin _SUCCESS
MBOT,INCOMPLETE_NO_SUCCESS,540,0,525,15,2016-11-29,2016-11-29,2018-12-31,525 dias sin _SUCCESS
MBRG,EMPTY,803,0,0,803,2015-11-23,,,Directorio vacio
MBRX,EMPTY,561,0,0,561,2016-10-31,,,Directorio vacio
MBUU,INCOMPLETE_NO_SUCCESS,1270,0,1237,33,2014-02-03,2014-02-03,2018-12-31,1237 dias sin _SUCCESS
MBVT,EMPTY,1864,0,0,1864,2011-10-17,,,Directorio vacio
MBVX,INCOMPLETE_NO_SUCCESS,561,0,428,133,2016-10-31,2016-10-31,2018-07-11,428 dias sin _SUCCESS
MBWM,INCOMPLETE_NO_SUCCESS,1864,0,1813,51,2011-10-17,2011-10-17,2018-12-31,1813 dias sin _SUCCESS
MCB,MISSING,287,0,0,287,2017-11-20,,,TICKER_DIR_MISSING
MCFT,INCOMPLETE_NO_SUCCESS,803,0,781,22,2015-11-23,2015-11-23,2018-12-31,781 dias sin _SUCCESS
MCHX,INCOMPLETE_NO_SUCCESS,1864,0,1814,50,2011-10-17,2011-10-17,2018-12-31,1814 dias sin _SUCCESS
MCP,MISSING,1864,0,0,1864,2011-10-17,,,TICKER_DIR_MISSING
MCRB,INCOMPLETE_NO_SUCCESS,803,0,781,22,2015-11-23,2015-11-23,2018-12-31,781 dias sin _SUCCESS
MCRI,EMPTY,1864,0,0,1864,2011-10-17,,,Directorio vacio
MCS,INCOMPLETE_NO_SUCCESS,1864,0,1814,50,2011-10-17,2011-10-17,2018-12-31,1814 dias sin _SUCCESS
MCUR,INCOMPLETE_NO_SUCCESS,1076,0,559,517,2014-11-03,2014-11-03,2017-01-20,559 dias sin _SUCCESS
MD,INCOMPLETE_NO_SUCCESS,1864,0,1813,51,2011-10-17,2011-10-17,2018-12-31,1813 dias sin _SUCCESS
MDGN,INCOMPLETE_NO_SUCCESS,1864,0,574,1290,2011-10-17,2011-10-17,2014-02-14,574 dias sin _SUCCESS
MDM,MISSING,1864,0,0,1864,2011-10-17,,,TICKER_DIR_MISSING
MDRR,INCOMPLETE_NO_SUCCESS,23,0,22,1,2018-11-28,2018-11-28,2018-12-31,22 dias sin _SUCCESS
MDSY,INCOMPLETE_NO_SUCCESS,1008,0,498,510,2015-02-09,2015-02-09,2017-05-02,498 dias sin _SUCCESS
MDVX,INCOMPLETE_NO_SUCCESS,1008,0,701,307,2015-02-09,2015-02-09,2017-11-16,701 dias sin _SUCCESS
MDWD,INCOMPLETE_NO_SUCCESS,1235,0,1203,32,2014-03-24,2014-03-24,2018-12-31,1203 dias sin _SUCCESS
MDXG,INCOMPLETE_NO_SUCCESS,1469,0,1399,70,2013-04-25,2013-04-25,2018-11-08,1399 dias sin _SUCCESS
MED,MISSING,1864,0,0,1864,2011-10-17,,,TICKER_DIR_MISSING
MEG,EMPTY,1864,0,0,1864,2011-10-17,,,Directorio vacio
MEI,INCOMPLETE_NO_SUCCESS,1864,0,1814,50,2011-10-17,2011-10-17,2018-12-31,1814 dias sin _SUCCESS
MENT,INCOMPLETE_NO_SUCCESS,1864,0,1374,490,2011-10-17,2011-10-17,2017-03-30,1374 dias sin _SUCCESS
MEP,INCOMPLETE_NO_SUCCESS,1328,0,870,458,2013-11-11,2013-11-11,2017-04-26,870 dias sin _SUCCESS
MERC,INCOMPLETE_NO_SUCCESS,1864,0,1816,48,2011-10-17,2011-10-17,2018-12-31,1816 dias sin _SUCCESS
MESA,INCOMPLETE_NO_SUCCESS,45,0,43,2,2018-10-29,2018-10-29,2018-12-31,43 dias sin _SUCCESS
MFA,INCOMPLETE_NO_SUCCESS,1864,0,1818,46,2011-10-17,2011-10-17,2018-12-31,1818 dias sin _SUCCESS
MFIN,INCOMPLETE_NO_SUCCESS,561,0,545,16,2016-10-31,2016-10-31,2018-12-31,545 dias sin _SUCCESS
MFRI,EMPTY,1864,0,0,1864,2011-10-17,,,Directorio vacio
MFS,INCOMPLETE_NO_SUCCESS,730,0,251,479,2016-03-07,2016-03-07,2017-03-03,251 dias sin _SUCCESS
MG,INCOMPLETE_NO_SUCCESS,1864,0,1814,50,2011-10-17,2011-10-17,2018-12-31,1814 dias sin _SUCCESS
MGCD,INCOMPLETE_NO_SUCCESS,1580,0,1253,327,2012-11-19,2012-11-19,2017-12-28,1253 dias sin _SUCCESS
MGIC,INCOMPLETE_NO_SUCCESS,1864,0,1814,50,2011-10-17,2011-10-17,2018-12-31,1814 dias sin _SUCCESS
MGN,MISSING,1864,0,0,1864,2011-10-17,,,TICKER_DIR_MISSING
MGNX,INCOMPLETE_NO_SUCCESS,1348,0,1313,35,2013-10-14,2013-10-14,2018-12-31,1313 dias sin _SUCCESS
MGPI,INCOMPLETE_PARTIAL,1864,1814,0,50,2011-10-17,2011-10-17,2018-12-31,50 dias faltantes
MGTX,INCOMPLETE_NO_SUCCESS,144,0,141,3,2018-06-11,2018-06-11,2018-12-31,141 dias sin _SUCCESS
MGYR,EMPTY,484,0,0,484,2017-02-15,,,Directorio vacio
MHFI,INCOMPLETE_NO_SUCCESS,1456,0,745,711,2013-05-14,2013-05-14,2016-04-27,745 dias sin _SUCCESS
MHGC,INCOMPLETE_NO_SUCCESS,1864,0,1291,573,2011-10-17,2011-10-17,2016-11-30,1291 dias sin _SUCCESS
MHR,EMPTY,1864,0,0,1864,2011-10-17,,,Directorio vacio
MIFI,INCOMPLETE_NO_SUCCESS,1076,0,509,567,2014-11-03,2014-11-03,2016-11-08,509 dias sin _SUCCESS
MIII,INCOMPLETE_NO_SUCCESS,550,0,251,299,2016-11-15,2016-11-15,2018-03-27,251 dias sin _SUCCESS
MIL,INCOMPLETE_NO_SUCCESS,1864,0,1090,774,2011-10-17,2011-10-17,2016-02-12,1090 dias sin _SUCCESS
MILL,INCOMPLETE_NO_SUCCESS,1864,0,953,911,2011-10-17,2011-10-17,2015-07-31,953 dias sin _SUCCESS
MIND,INCOMPLETE_NO_SUCCESS,1864,0,1814,50,2011-10-17,2011-10-17,2018-12-31,1814 dias sin _SUCCESS
MIRN,INCOMPLETE_NO_SUCCESS,803,0,442,361,2015-11-23,2015-11-23,2017-08-25,442 dias sin _SUCCESS
MITK,INCOMPLETE_NO_SUCCESS,1864,0,419,1445,2011-10-17,2011-10-17,2013-06-14,419 dias sin _SUCCESS
MITL,INCOMPLETE_NO_SUCCESS,1864,0,1795,69,2011-10-17,2011-10-17,2018-11-30,1795 dias sin _SUCCESS
MITT,EMPTY,1864,0,0,1864,2011-10-17,,,Directorio vacio
MIW,MISSING,1859,0,0,1859,2011-10-24,,,TICKER_DIR_MISSING
MJI,MISSING,1864,0,0,1864,2011-10-17,,,TICKER_DIR_MISSING
MJN,EMPTY,1864,0,0,1864,2011-10-17,,,Directorio vacio
MLAB,EMPTY,1864,0,0,1864,2011-10-17,,,Directorio vacio
MLP,INCOMPLETE_PARTIAL,1864,117,0,1747,2011-10-17,2015-07-27,2016-01-12,1747 dias faltantes
MLR,MISSING,1864,0,0,1864,2011-10-17,,,TICKER_DIR_MISSING
MM,EMPTY,1746,0,0,1746,2012-03-29,,,Directorio vacio
MMI,INCOMPLETE_NO_SUCCESS,1335,0,1301,34,2013-10-31,2013-10-31,2018-12-31,1301 dias sin _SUCCESS
MMLP,INCOMPLETE_NO_SUCCESS,1864,0,1814,50,2011-10-17,2011-10-17,2018-12-31,1814 dias sin _SUCCESS
MNDO,INCOMPLETE_NO_SUCCESS,1864,0,1814,50,2011-10-17,2011-10-17,2018-12-31,1814 dias sin _SUCCESS
MNKD,INCOMPLETE_NO_SUCCESS,1864,0,1820,44,2011-10-17,2011-10-17,2018-12-31,1820 dias sin _SUCCESS
MNOV,EMPTY,1864,0,0,1864,2011-10-17,,,Directorio vacio
MNRO,INCOMPLETE_NO_SUCCESS,1864,0,1814,50,2011-10-17,2011-10-17,2018-12-31,1814 dias sin _SUCCESS
MOCO,EMPTY,1864,0,0,1864,2011-10-17,,,Directorio vacio
MOFG,EMPTY,1864,0,0,1864,2011-10-17,,,Directorio vacio
MOGO,INCOMPLETE_NO_SUCCESS,182,0,176,6,2018-04-18,2018-04-18,2018-12-31,176 dias sin _SUCCESS
MOV,EMPTY,1864,0,0,1864,2011-10-17,,,Directorio vacio
MPAA,EMPTY,1864,0,0,1864,2011-10-17,,,Directorio vacio
MPB,MISSING,775,0,0,775,2016-01-04,,,TICKER_DIR_MISSING
MPET,INCOMPLETE_NO_SUCCESS,1864,0,1343,521,2011-10-17,2011-10-17,2017-02-09,1343 dias sin _SUCCESS
MPSX,INCOMPLETE_NO_SUCCESS,803,0,386,417,2015-11-23,2015-11-23,2017-06-06,386 dias sin _SUCCESS
MPX,MISSING,1864,0,0,1864,2011-10-17,,,TICKER_DIR_MISSING
MRAM,INCOMPLETE_NO_SUCCESS,561,0,545,16,2016-10-31,2016-10-31,2018-12-31,545 dias sin _SUCCESS
MRBK,INCOMPLETE_NO_SUCCESS,287,0,267,20,2017-11-20,2017-11-20,2018-12-31,267 dias sin _SUCCESS
MRC,INCOMPLETE_NO_SUCCESS,1734,0,1689,45,2012-04-16,2012-04-16,2018-12-31,1689 dias sin _SUCCESS
MRCC,INCOMPLETE_NO_SUCCESS,1590,0,1549,41,2012-11-05,2012-11-05,2018-12-31,1549 dias sin _SUCCESS
MRDN,INCOMPLETE_NO_SUCCESS,491,0,311,180,2017-02-06,2017-02-06,2018-04-30,311 dias sin _SUCCESS
MRH,EMPTY,1864,0,0,1864,2011-10-17,,,Directorio vacio
MRKR,INCOMPLETE_NO_SUCCESS,45,0,43,2,2018-10-29,2018-10-29,2018-12-31,43 dias sin _SUCCESS
MRSN,INCOMPLETE_NO_SUCCESS,287,0,279,8,2017-11-20,2017-11-20,2018-12-31,279 dias sin _SUCCESS
MRTN,INCOMPLETE_NO_SUCCESS,1864,0,1816,48,2011-10-17,2011-10-17,2018-12-31,1816 dias sin _SUCCESS
MRVC,INCOMPLETE_NO_SUCCESS,1235,0,856,379,2014-03-24,2014-03-24,2017-08-14,856 dias sin _SUCCESS
MSB,EMPTY,1864,0,0,1864,2011-10-17,,,Directorio vacio
MSBI,INCOMPLETE_NO_SUCCESS,561,0,545,16,2016-10-31,2016-10-31,2018-12-31,545 dias sin _SUCCESS
MSCC,INCOMPLETE_NO_SUCCESS,1864,0,1668,196,2011-10-17,2011-10-17,2018-05-29,1668 dias sin _SUCCESS
MSDI,INCOMPLETE_NO_SUCCESS,561,0,315,246,2016-10-31,2016-10-31,2018-01-31,315 dias sin _SUCCESS
MSEX,INCOMPLETE_NO_SUCCESS,1864,0,1814,50,2011-10-17,2011-10-17,2018-12-31,1814 dias sin _SUCCESS
MSFG,INCOMPLETE_NO_SUCCESS,1864,0,1625,239,2011-10-17,2011-10-17,2018-03-30,1625 dias sin _SUCCESS
MSLI,INCOMPLETE_NO_SUCCESS,1580,0,1152,428,2012-11-19,2012-11-19,2017-07-17,1152 dias sin _SUCCESS
MSO,EMPTY,1864,0,0,1864,2011-10-17,,,Directorio vacio
MTEX,INCOMPLETE_NO_SUCCESS,1864,0,1806,58,2011-10-17,2011-10-17,2018-12-31,1806 dias sin _SUCCESS
MTGE,INCOMPLETE_NO_SUCCESS,1864,0,418,1446,2011-10-17,2011-10-17,2013-06-14,418 dias sin _SUCCESS
MTR,INCOMPLETE_NO_SUCCESS,1864,20,1,1843,2011-10-17,2015-07-27,2015-08-24,1 dias sin _SUCCESS
MTRX,INCOMPLETE_NO_SUCCESS,1864,0,1814,50,2011-10-17,2011-10-17,2018-12-31,1814 dias sin _SUCCESS
MTS,MISSING,1864,0,0,1864,2011-10-17,,,TICKER_DIR_MISSING
MTW,INCOMPLETE_NO_SUCCESS,1864,0,1813,51,2011-10-17,2011-10-17,2018-12-31,1813 dias sin _SUCCESS
MTX,INCOMPLETE_NO_SUCCESS,1864,0,1813,51,2011-10-17,2011-10-17,2018-12-31,1813 dias sin _SUCCESS
MULE,INCOMPLETE_NO_SUCCESS,287,0,111,176,2017-11-20,2017-11-20,2018-05-01,111 dias sin _SUCCESS
MUX,INCOMPLETE_NO_SUCCESS,1789,0,1745,44,2012-01-30,2012-01-30,2018-12-31,1745 dias sin _SUCCESS
MVBF,INCOMPLETE_NO_SUCCESS,274,0,264,10,2017-12-07,2017-12-07,2018-12-31,264 dias sin _SUCCESS
MVIS,INCOMPLETE_NO_SUCCESS,1864,0,1816,48,2011-10-17,2011-10-17,2018-12-31,1816 dias sin _SUCCESS
MVO,EMPTY,1864,0,0,1864,2011-10-17,,,Directorio vacio
MW,INCOMPLETE_NO_SUCCESS,1864,0,1079,785,2011-10-17,2011-10-17,2016-01-29,1079 dias sin _SUCCESS
MWE,MISSING,1864,0,0,1864,2011-10-17,,,TICKER_DIR_MISSING
MWV,INCOMPLETE_NO_SUCCESS,1864,0,934,930,2011-10-17,2011-10-17,2015-07-01,934 dias sin _SUCCESS
MX,EMPTY,1864,0,0,1864,2011-10-17,,,Directorio vacio
MXL,INCOMPLETE_NO_SUCCESS,1864,0,1815,49,2011-10-17,2011-10-17,2018-12-31,1815 dias sin _SUCCESS
MXPT,INCOMPLETE_NO_SUCCESS,989,0,655,334,2015-03-06,2015-03-06,2017-10-09,655 dias sin _SUCCESS
MY,INCOMPLETE_NO_SUCCESS,1864,0,1180,684,2011-10-17,2011-10-17,2016-06-22,1180 dias sin _SUCCESS
MYCC,INCOMPLETE_NO_SUCCESS,1348,0,990,358,2013-10-14,2013-10-14,2017-09-18,990 dias sin _SUCCESS
MYE,EMPTY,1864,0,0,1864,2011-10-17,,,Directorio vacio
MYFW,INCOMPLETE_NO_SUCCESS,45,0,43,2,2018-10-29,2018-10-29,2018-12-31,43 dias sin _SUCCESS
MYGN,INCOMPLETE_NO_SUCCESS,1864,0,1815,49,2011-10-17,2011-10-17,2018-12-31,1815 dias sin _SUCCESS
MYM,MISSING,1864,0,0,1864,2011-10-17,,,TICKER_DIR_MISSING
MYSZ,INCOMPLETE_PARTIAL,524,497,0,27,2016-12-21,2016-12-21,2018-12-31,27 dias faltantes
N,INCOMPLETE_NO_SUCCESS,1864,0,1274,590,2011-10-17,2011-10-17,2016-11-07,1274 dias sin _SUCCESS
NADL,INCOMPLETE_NO_SUCCESS,1270,0,913,357,2014-02-03,2014-02-03,2017-09-13,913 dias sin _SUCCESS
NAII,EMPTY,1864,0,0,1864,2011-10-17,,,Directorio vacio
NAME,INCOMPLETE_NO_SUCCESS,1076,0,689,387,2014-11-03,2014-11-03,2017-07-28,689 dias sin _SUCCESS
NAOV,INCOMPLETE_NO_SUCCESS,287,0,266,21,2017-11-20,2017-11-20,2018-12-31,266 dias sin _SUCCESS
NAP,INCOMPLETE_NO_SUCCESS,1068,0,1030,38,2014-11-13,2014-11-13,2018-12-13,1030 dias sin _SUCCESS
NAT,MISSING,1864,0,0,1864,2011-10-17,,,TICKER_DIR_MISSING
NATH,EMPTY,1864,0,0,1864,2011-10-17,,,Directorio vacio
NATR,INCOMPLETE_NO_SUCCESS,1864,0,1814,50,2011-10-17,2011-10-17,2018-12-31,1814 dias sin _SUCCESS
NAVI,EMPTY,1076,0,0,1076,2014-11-03,,,Directorio vacio
NBG,MISSING,1864,0,0,1864,2011-10-17,,,TICKER_DIR_MISSING
NBHC,INCOMPLETE_NO_SUCCESS,1590,0,1549,41,2012-11-05,2012-11-05,2018-12-31,1549 dias sin _SUCCESS
NBN,MISSING,1834,0,0,1834,2011-11-28,,,TICKER_DIR_MISSING
NBR,EMPTY,1864,0,0,1864,2011-10-17,,,Directorio vacio
