ticker,status,completeness_pct,daily_first,daily_last,daily_days,ticks_found,ticks_missing,issue
LR,COMPLETE,100.0,2004-01-02,2007-09-21,937,937,0,""
BDE,COMPLETE,100.0,2004-01-02,2017-08-11,2677,2677,0,""
AOI,COMPLETE,100.0,2005-05-16,2018-09-11,3355,3355,0,""
FUEL,COMPLETE,100.0,2004-01-02,2017-09-05,3057,3057,0,""
WAG,COMPLETE,100.0,2004-01-02,2014-12-30,2768,2768,0,""
FUND,COMPLETE,100.0,2004-01-02,2018-12-31,3775,3775,0,""
QTRX,COMPLETE,100.0,2017-12-07,2018-12-31,267,267,0,""
GT,COMPLETE,100.0,2004-01-02,2018-12-31,3775,3775,0,""
NMD,COMPLETE,100.0,2007-11-16,2013-07-12,1422,1422,0,""
OLP,COMPLETE,100.0,2004-01-02,2018-12-31,3775,3775,0,""
CHNR,COMPLETE,100.0,2004-11-22,2018-12-31,3452,3452,0,""
CRT,COMPLETE,100.0,2004-01-02,2018-12-31,3775,3775,0,""
FLL,COMPLETE,100.0,2005-07-28,2018-12-31,3343,3343,0,""
ELE,COMPLETE,100.0,2004-01-02,2007-12-06,988,988,0,""
IPWR,COMPLETE,100.0,2013-11-22,2018-12-31,1283,1283,0,""
JELD,COMPLETE,100.0,2017-01-27,2018-12-31,485,485,0,""
WEST,COMPLETE,100.0,2008-02-25,2012-09-05,950,950,0,""
DPD,COMPLETE,100.0,2005-04-27,2014-12-19,2431,2431,0,""
TAIT,COMPLETE,100.0,2004-01-02,2018-12-31,2798,2798,0,""
CLAR,COMPLETE,100.0,2017-08-14,2018-12-31,348,348,0,""
EEX,COMPLETE,100.0,2017-04-28,2018-12-31,422,422,0,""
POP,COMPLETE,100.0,2004-01-02,2007-08-21,915,915,0,""
SNGX,COMPLETE,100.0,2016-12-13,2018-12-31,515,515,0,""
SLA,COMPLETE,100.0,2004-01-02,2014-09-05,2688,2688,0,""
PWX,COMPLETE,100.0,2004-01-02,2016-11-01,2923,2923,0,""
NDZ,COMPLETE,100.0,2010-11-01,2014-08-06,947,947,0,""
MERC,COMPLETE,100.0,2006-03-03,2018-12-31,3230,3230,0,""
HNNA,COMPLETE,100.0,2014-04-28,2018-12-31,1173,1173,0,""
WSBF,COMPLETE,100.0,2008-08-04,2018-12-31,2614,2614,0,""
ESC,COMPLETE,100.0,2004-01-02,2014-07-30,2657,2657,0,""
CBYL,COMPLETE,100.0,2015-04-09,2016-11-21,411,411,0,""
PMH,COMPLETE,100.0,2004-01-02,2007-09-05,925,925,0,""
MIRN,COMPLETE,100.0,2015-10-01,2017-08-25,468,468,0,""
ATN,COMPLETE,100.0,2004-01-02,2009-09-29,1193,1193,0,""
ARS,COMPLETE,100.0,2004-12-10,2006-12-19,511,511,0,""
NEXT,COMPLETE,100.0,2006-03-22,2018-12-31,825,825,0,""
DMD,COMPLETE,100.0,2004-01-02,2016-11-08,2017,2017,0,""
BDF,COMPLETE,100.0,2004-01-02,2011-12-08,1999,1999,0,""
BVF,COMPLETE,100.0,2004-01-02,2010-09-27,1696,1696,0,""
CACB,COMPLETE,100.0,2004-01-02,2017-05-30,3355,3355,0,""
ELSE,COMPLETE,100.0,2004-01-05,2018-12-31,3104,3104,0,""
LFIN,COMPLETE,100.0,2004-01-02,2018-04-06,194,194,0,""
QCRH,COMPLETE,100.0,2004-01-02,2018-12-31,3439,3439,0,""
TMG,COMPLETE,100.0,2004-01-02,2006-09-01,673,673,0,""
NST,COMPLETE,100.0,2004-01-02,2012-04-09,2082,2082,0,""
ZZ,COMPLETE,100.0,2006-04-07,2013-03-15,1746,1746,0,""
VNDA,COMPLETE,100.0,2006-04-12,2018-12-31,3201,3201,0,""
SLRC,COMPLETE,100.0,2010-02-09,2018-12-31,2239,2239,0,""
NPD,COMPLETE,100.0,2007-11-09,2016-08-03,2198,2198,0,""
MNOV,COMPLETE,100.0,2006-12-07,2018-12-31,2890,2890,0,""
FSH,COMPLETE,100.0,2004-01-02,2006-11-09,721,721,0,""
IIIV,COMPLETE,100.0,2018-06-21,2018-12-31,133,133,0,""
NPF,COMPLETE,100.0,2004-01-02,2016-09-09,3195,3195,0,""
JXSB,COMPLETE,100.0,2004-01-05,2018-06-04,1515,1515,0,""
HWBK,COMPLETE,100.0,2007-06-18,2018-12-31,2391,2391,0,""
HTG,COMPLETE,100.0,2004-01-02,2006-10-05,696,696,0,""
FSC,COMPLETE,100.0,2008-06-12,2017-10-17,2355,2355,0,""
LBIO,COMPLETE,100.0,2015-02-26,2017-06-27,589,589,0,""
SQF,COMPLETE,100.0,2004-01-05,2007-02-26,772,772,0,""
ROS,COMPLETE,100.0,2004-01-02,2009-12-31,1511,1511,0,""
NEXM,COMPLETE,100.0,2004-01-02,2010-09-13,1666,1666,0,""
EVAC,COMPLETE,100.0,2012-05-11,2014-01-09,414,414,0,""
ESDI,COMPLETE,100.0,2017-08-10,2018-01-03,101,101,0,""
TRO,COMPLETE,100.0,2004-01-02,2006-03-30,565,565,0,""
WX,COMPLETE,100.0,2007-08-09,2015-12-10,2101,2101,0,""
SAAS,COMPLETE,100.0,2009-01-02,2016-11-11,1979,1979,0,""
AVO,COMPLETE,100.0,2004-01-02,2005-06-07,360,360,0,""
AYTU,COMPLETE,100.0,2017-10-20,2018-12-31,300,300,0,""
PNRA,COMPLETE,100.0,2004-01-02,2017-07-17,3408,3408,0,""
INSG,COMPLETE,100.0,2004-01-02,2018-12-31,1101,1101,0,""
PMT,COMPLETE,100.0,2004-01-02,2018-12-31,2662,2662,0,""
CDNA,COMPLETE,100.0,2014-07-17,2018-12-31,1121,1121,0,""
SPW,COMPLETE,100.0,2004-01-02,2015-09-25,2954,2954,0,""
BOY,COMPLETE,100.0,2004-01-02,2006-09-21,686,686,0,""
CBC,COMPLETE,100.0,2004-01-02,2011-01-26,1780,1780,0,""
ENTA,COMPLETE,100.0,2013-03-21,2018-12-31,1456,1456,0,""
SFF,COMPLETE,100.0,2004-01-02,2008-02-14,1037,1037,0,""
GEVO,COMPLETE,100.0,2011-02-09,2018-12-31,1986,1986,0,""
OVIP,COMPLETE,100.0,2010-04-19,2010-05-13,19,19,0,""
BTQ,COMPLETE,100.0,2009-01-06,2010-12-15,202,202,0,""
REAL,COMPLETE,100.0,2004-01-02,2005-02-23,272,272,0,""
TEAR,COMPLETE,100.0,2009-01-16,2017-11-08,2179,2179,0,""
CXR,COMPLETE,100.0,2004-01-02,2009-05-29,1361,1361,0,""
RCKY,COMPLETE,100.0,2004-01-02,2018-12-31,3772,3772,0,""
WABC,COMPLETE,100.0,2004-01-02,2018-12-31,3775,3775,0,""
KVHI,COMPLETE,100.0,2004-01-02,2018-12-31,3775,3775,0,""
ZBIO,COMPLETE,100.0,2015-06-23,2018-12-31,886,886,0,""
TRAK,COMPLETE,100.0,2005-12-13,2015-09-30,2466,2466,0,""
MAX,COMPLETE,100.0,2004-01-02,2005-09-16,395,395,0,""
SINT,COMPLETE,100.0,2004-01-02,2018-12-31,1295,1295,0,""
LCC,COMPLETE,100.0,2004-05-10,2013-12-06,2323,2323,0,""
HIB,COMPLETE,100.0,2004-01-02,2005-11-16,474,474,0,""
COYN,COMPLETE,100.0,2015-11-13,2017-04-05,350,350,0,""
NADL,COMPLETE,100.0,2014-01-29,2017-09-12,913,913,0,""
FNM,COMPLETE,100.0,2004-01-02,2010-07-07,1639,1639,0,""
UPM,COMPLETE,100.0,2004-01-02,2007-12-05,989,989,0,""
BGP,COMPLETE,100.0,2004-01-02,2011-02-15,1794,1794,0,""
FAMI,COMPLETE,100.0,2018-02-16,2018-12-31,219,219,0,""
BIN,COMPLETE,100.0,2009-06-05,2016-05-31,1759,1759,0,""
VRNG,COMPLETE,100.0,2010-07-27,2016-05-06,1455,1455,0,""
GFR,COMPLETE,100.0,2004-01-02,2007-09-28,942,942,0,""
PEBO,COMPLETE,100.0,2004-01-02,2018-12-31,3775,3775,0,""
FHCO,COMPLETE,100.0,2009-06-09,2017-08-04,2055,2055,0,""
CML,COMPLETE,100.0,2007-10-10,2011-02-22,849,849,0,""
NED,COMPLETE,100.0,2007-10-19,2014-07-30,1689,1689,0,""
FINL,COMPLETE,100.0,2004-01-02,2018-06-15,3639,3639,0,""
SRZ,COMPLETE,100.0,2004-01-02,2013-01-08,2270,2270,0,""
MCRI,COMPLETE,100.0,2004-01-02,2018-12-31,3775,3775,0,""
QRR,COMPLETE,100.0,2007-02-15,2008-03-14,272,272,0,""
APPY,COMPLETE,100.0,2007-08-28,2016-12-09,2320,2320,0,""
HCKT,COMPLETE,100.0,2008-01-31,2018-12-31,2749,2749,0,""
EKSO,COMPLETE,100.0,2016-08-09,2018-12-31,603,603,0,""
CXW,COMPLETE,100.0,2004-01-02,2018-12-31,3775,3775,0,""
SPIR,COMPLETE,100.0,2004-02-04,2013-07-03,2360,2360,0,""
MPX,COMPLETE,100.0,2004-01-02,2018-12-31,3775,3775,0,""
OCCH,COMPLETE,100.0,2013-04-23,2013-06-05,31,31,0,""
FFS,COMPLETE,100.0,2004-01-02,2004-09-30,180,180,0,""
SWAY,COMPLETE,100.0,2014-02-03,2016-01-05,485,485,0,""
PZRX,COMPLETE,100.0,2016-05-18,2018-02-02,429,429,0,""
TLYS,COMPLETE,100.0,2012-05-04,2018-12-31,1675,1675,0,""
STEM,COMPLETE,100.0,2004-01-02,2016-11-28,3230,3230,0,""
TCM,COMPLETE,100.0,2007-03-16,2011-04-14,1029,1029,0,""
SWFT,COMPLETE,100.0,2004-01-02,2017-09-08,2538,2538,0,""
FLXS,COMPLETE,100.0,2004-01-02,2018-12-31,3716,3716,0,""
SPAN,COMPLETE,100.0,2004-01-02,2017-06-16,3151,3151,0,""
DTRM,COMPLETE,100.0,2015-10-19,2018-12-19,785,785,0,""
GR,COMPLETE,100.0,2004-01-02,2012-07-26,2158,2158,0,""
EOP,COMPLETE,100.0,2004-01-02,2007-02-09,782,782,0,""
RRA,COMPLETE,100.0,2004-01-02,2007-02-14,785,785,0,""
LMC,COMPLETE,100.0,2006-11-01,2009-04-01,607,607,0,""
SMPL,COMPLETE,100.0,2012-11-13,2018-12-31,949,949,0,""
FLE,COMPLETE,100.0,2004-01-02,2009-01-02,1260,1260,0,""
IPR,COMPLETE,100.0,2004-01-02,2007-06-27,871,871,0,""
KOD,COMPLETE,100.0,2018-10-04,2018-12-31,60,60,0,""
PSTB,COMPLETE,100.0,2010-08-13,2017-11-30,1839,1839,0,""
PKBK,COMPLETE,100.0,2004-01-02,2018-12-31,3453,3453,0,""
BXLT,COMPLETE,100.0,2015-07-01,2016-06-02,233,233,0,""
CMG.B,COMPLETE,100.0,2006-10-13,2009-12-21,803,803,0,""
FMR,COMPLETE,100.0,2006-10-18,2011-02-09,1086,1086,0,""
FPI,COMPLETE,100.0,2006-06-28,2018-12-31,1958,1958,0,""
TBL,COMPLETE,100.0,2004-01-02,2011-09-13,1939,1939,0,""
ANAB,COMPLETE,100.0,2017-01-26,2018-12-31,486,486,0,""
MDF,COMPLETE,100.0,2004-11-22,2012-12-21,2036,2036,0,""
SUSP,COMPLETE,100.0,2012-09-20,2014-10-24,527,527,0,""
OE,COMPLETE,100.0,2004-01-02,2004-06-30,124,124,0,""
SDX,COMPLETE,100.0,2004-01-06,2007-07-13,862,862,0,""
NYC,COMPLETE,100.0,2004-04-02,2014-10-14,2602,2602,0,""
NKT,COMPLETE,100.0,2005-11-02,2006-12-29,292,292,0,""
CVH,COMPLETE,100.0,2004-01-02,2013-05-06,2351,2351,0,""
KZL,COMPLETE,100.0,2004-01-02,2006-09-01,673,673,0,""
NMFC,COMPLETE,100.0,2011-05-20,2018-12-31,1916,1916,0,""
SNDA,COMPLETE,100.0,2004-05-13,2012-02-14,1954,1954,0,""
AVZ,COMPLETE,100.0,2004-01-02,2007-05-23,853,853,0,""
IWA,COMPLETE,100.0,2004-11-18,2010-05-28,1391,1391,0,""
ANTH,COMPLETE,100.0,2010-03-01,2018-06-27,2098,2098,0,""
PGI,COMPLETE,100.0,2005-01-03,2015-12-08,2753,2753,0,""
BWINA,COMPLETE,100.0,2004-01-02,2018-07-30,1769,1769,0,""
ICU,COMPLETE,100.0,2004-05-20,2006-05-12,499,499,0,""
SEV,COMPLETE,100.0,2011-06-08,2017-09-27,1361,1361,0,""
SMF,COMPLETE,100.0,2004-01-02,2014-11-14,1733,1733,0,""
BWLD,COMPLETE,100.0,2004-01-02,2018-02-02,3547,3547,0,""
CMN,COMPLETE,100.0,2004-01-02,2016-12-02,3254,3254,0,""
LMFA,COMPLETE,100.0,2015-12-08,2018-12-31,715,715,0,""
AXLL,COMPLETE,100.0,2013-01-29,2016-08-30,905,905,0,""
SNBC,COMPLETE,100.0,2004-01-02,2018-01-31,3545,3545,0,""
RPTP,COMPLETE,100.0,2009-10-27,2016-10-24,1761,1761,0,""
WSR,COMPLETE,100.0,2010-08-26,2018-12-31,2101,2101,0,""
PVR,COMPLETE,100.0,2004-01-02,2014-03-20,2571,2571,0,""
PPSI,COMPLETE,100.0,2013-09-19,2018-12-31,1071,1071,0,""
KSP,COMPLETE,100.0,2004-01-09,2011-07-01,1884,1884,0,""
JCAP,COMPLETE,100.0,2015-03-27,2018-12-31,948,948,0,""
FNLC,COMPLETE,100.0,2004-01-02,2018-12-31,3702,3702,0,""
RPXC,COMPLETE,100.0,2011-05-04,2018-06-18,1793,1793,0,""
HOV,COMPLETE,100.0,2004-01-02,2018-12-31,3775,3775,0,""
HMN,COMPLETE,100.0,2004-01-02,2018-12-31,3775,3775,0,""
AVXL,COMPLETE,100.0,2015-10-28,2018-12-31,799,799,0,""
CAPS,COMPLETE,100.0,2008-10-02,2011-07-20,701,701,0,""
ATNI,COMPLETE,100.0,2006-05-23,2018-12-31,3174,3174,0,""
NOA,COMPLETE,100.0,2006-11-22,2018-12-31,3046,3046,0,""
AFN,COMPLETE,100.0,2006-10-09,2009-12-16,804,804,0,""
GYI,COMPLETE,100.0,2004-01-02,2008-07-02,1133,1133,0,""
FORD,COMPLETE,100.0,2004-01-02,2018-12-31,3774,3774,0,""
DGLY,COMPLETE,100.0,2008-01-02,2018-12-31,2746,2746,0,""
NCX,COMPLETE,100.0,2004-01-02,2009-07-06,1386,1386,0,""
OESX,COMPLETE,100.0,2007-12-19,2018-12-31,2777,2777,0,""
IPDN,COMPLETE,100.0,2013-03-05,2018-12-31,1396,1396,0,""
HNH,COMPLETE,100.0,2011-01-03,2017-10-12,1707,1707,0,""
AEA,COMPLETE,100.0,2004-12-16,2012-04-23,1851,1851,0,""
ATLC,COMPLETE,100.0,2012-12-03,2018-12-31,1406,1406,0,""
WERN,COMPLETE,100.0,2004-01-02,2018-12-31,3775,3775,0,""
ATRA,COMPLETE,100.0,2014-10-16,2018-12-31,1059,1059,0,""
KG,COMPLETE,100.0,2004-01-02,2011-02-28,1802,1802,0,""
EOLS,COMPLETE,100.0,2018-02-08,2018-12-31,225,225,0,""
EVGN,COMPLETE,100.0,2013-11-21,2018-12-31,1210,1210,0,""
BAY,COMPLETE,100.0,2004-01-02,2007-09-26,940,940,0,""
SSCC,COMPLETE,100.0,2004-01-02,2011-05-27,1511,1511,0,""
NATR,COMPLETE,100.0,2004-01-02,2018-12-31,2783,2783,0,""
RMNI,COMPLETE,100.0,2017-10-11,2018-12-31,307,307,0,""
HAFC,COMPLETE,100.0,2004-01-02,2018-12-31,3755,3755,0,""
VTTI,COMPLETE,100.0,2014-08-01,2017-09-14,787,787,0,""
MSS,COMPLETE,100.0,2004-01-02,2012-03-07,1285,1285,0,""
BDY,COMPLETE,100.0,2004-01-02,2008-02-21,1041,1041,0,""
FOB,COMPLETE,100.0,2004-01-02,2005-10-07,445,445,0,""
WGBS,COMPLETE,100.0,2014-08-22,2017-02-28,634,634,0,""
ESEA,COMPLETE,100.0,2007-01-31,2018-12-31,2980,2980,0,""
AIRM,COMPLETE,100.0,2004-01-02,2017-04-20,3348,3348,0,""
ARPI,COMPLETE,100.0,2013-05-09,2016-02-29,707,707,0,""
APOG,COMPLETE,100.0,2004-01-02,2018-12-31,3775,3775,0,""
VKA,COMPLETE,100.0,2004-01-02,2006-01-27,522,522,0,""
ADAM,COMPLETE,100.0,2004-01-02,2011-02-07,1787,1787,0,""
DQE,COMPLETE,100.0,2004-01-02,2007-05-31,858,858,0,""
NGT,COMPLETE,100.0,2004-01-02,2013-05-24,2359,2359,0,""
KCI,COMPLETE,100.0,2004-02-24,2011-11-04,1942,1942,0,""
GBLI,COMPLETE,100.0,2010-07-06,2018-12-31,2138,2138,0,""
VTAE,COMPLETE,100.0,2014-09-24,2016-10-24,526,526,0,""
KLXEV,COMPLETE,100.0,2018-08-29,2018-09-14,12,12,0,""
IMMR,COMPLETE,100.0,2004-01-02,2018-12-31,3775,3775,0,""
NAOV,COMPLETE,100.0,2017-11-02,2018-12-31,269,269,0,""
GSBC,COMPLETE,100.0,2004-01-02,2018-12-31,3775,3775,0,""
DLHC,COMPLETE,100.0,2012-06-27,2018-12-31,1550,1550,0,""
ONVI,COMPLETE,100.0,2004-01-02,2017-11-16,3135,3135,0,""
COV,COMPLETE,100.0,2007-07-02,2015-01-26,1906,1906,0,""
RNT.A,COMPLETE,100.0,2004-01-02,2009-04-17,1112,1112,0,""
CJES,COMPLETE,100.0,2011-07-29,2016-07-20,1252,1252,0,""
CRIS,COMPLETE,100.0,2004-01-02,2018-12-31,3775,3775,0,""
SBX,COMPLETE,100.0,2008-11-06,2013-02-07,1070,1070,0,""
TE,COMPLETE,100.0,2004-01-02,2016-06-30,3146,3146,0,""
RHY,COMPLETE,100.0,2006-01-19,2008-12-26,741,741,0,""
EGLT,COMPLETE,100.0,2006-03-09,2018-09-18,1841,1841,0,""
AGU,COMPLETE,100.0,2004-01-02,2017-12-29,3524,3524,0,""
SMRT,COMPLETE,100.0,2004-01-02,2018-12-31,3775,3775,0,""
SOHO,COMPLETE,100.0,2013-04-22,2018-12-31,1435,1435,0,""
BPP,COMPLETE,100.0,2004-01-02,2012-12-07,2250,2250,0,""
IAR,COMPLETE,100.0,2006-11-20,2008-11-20,505,505,0,""
NMA,COMPLETE,100.0,2004-01-02,2016-04-08,3088,3088,0,""
UVE,COMPLETE,100.0,2007-04-30,2018-12-31,2940,2940,0,""
VNR,COMPLETE,100.0,2007-10-24,2017-02-10,2342,2342,0,""
HW,COMPLETE,100.0,2005-04-06,2017-05-05,3043,3043,0,""
KURA,COMPLETE,100.0,2015-11-05,2018-12-31,793,793,0,""
EU,COMPLETE,100.0,2008-05-14,2015-02-11,1441,1441,0,""
NVC,COMPLETE,100.0,2004-01-02,2014-06-06,2625,2625,0,""
AMB,COMPLETE,100.0,2004-01-02,2011-06-02,1868,1868,0,""
CPSH,COMPLETE,100.0,2015-01-15,2018-12-31,888,888,0,""
ADNT,COMPLETE,100.0,2016-10-31,2018-12-31,545,545,0,""
LVNTA,COMPLETE,100.0,2012-08-10,2018-03-09,1403,1403,0,""
CMX,COMPLETE,100.0,2004-01-02,2007-03-21,809,809,0,""
GNCMA,COMPLETE,100.0,2004-01-02,2018-03-08,3570,3570,0,""
DAIO,COMPLETE,100.0,2004-01-02,2018-12-31,3684,3684,0,""
LKFN,COMPLETE,100.0,2004-01-02,2018-12-31,3775,3775,0,""
CDLX,COMPLETE,100.0,2018-02-09,2018-12-31,224,224,0,""
EML,COMPLETE,100.0,2004-01-02,2018-12-31,3609,3609,0,""
CPY,COMPLETE,100.0,2004-01-02,2012-02-08,2041,2041,0,""
OACQ,COMPLETE,100.0,2016-06-29,2018-02-21,150,150,0,""
MMI,COMPLETE,100.0,2011-01-04,2018-12-31,1648,1648,0,""
MDSY,COMPLETE,100.0,2014-12-03,2017-05-02,462,462,0,""
AQBTV,COMPLETE,100.0,2017-01-09,2017-01-18,7,7,0,""
ACPW,COMPLETE,100.0,2004-01-02,2016-11-29,3251,3251,0,""
MYG,COMPLETE,100.0,2004-01-02,2009-02-06,608,608,0,""
LBIX,COMPLETE,100.0,2004-01-02,2018-08-10,3544,3544,0,""
AGEN,COMPLETE,100.0,2004-01-02,2018-12-31,3768,3768,0,""
RTI,COMPLETE,100.0,2004-01-02,2015-07-22,2908,2908,0,""
LQ,COMPLETE,100.0,2004-01-02,2018-05-30,1658,1658,0,""
FAL,COMPLETE,100.0,2005-07-06,2006-08-17,283,283,0,""
BHR,COMPLETE,100.0,2018-04-24,2018-12-31,174,174,0,""
JAH,COMPLETE,100.0,2004-01-02,2016-04-15,3093,3093,0,""
HKF,COMPLETE,100.0,2004-01-02,2007-03-21,809,809,0,""
PKOH,COMPLETE,100.0,2004-01-02,2018-12-31,3775,3775,0,""
CLPS,COMPLETE,100.0,2018-05-24,2018-12-31,152,152,0,""
BYFC,COMPLETE,100.0,2004-01-02,2018-12-31,2517,2517,0,""
ASPN,COMPLETE,100.0,2014-06-13,2018-12-31,1146,1146,0,""
HRH,COMPLETE,100.0,2004-01-02,2008-10-01,1196,1196,0,""
